school_id,school_name,school_level,office_of_education_name,road_address
B000011777,지리산고등학교,고등학교,경상남도교육청,경상남도 산청군 단성면 덕천로 772
B000012166,덕문고등학교,고등학교,부산광역시교육청,부산광역시 강서구 동선길 172
B000012692,호평고등학교,고등학교,경기도교육청,경기도 남양주시 호평로 109
B000013424,야로고등학교,고등학교,경상남도교육청,경상남도 합천군 야로면 역산길 13
B000012858,세광고등학교,고등학교,충청북도교육청,충청북도 청주시 서원구 2순환로 1572
B000012904,목천고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 목천읍 삼방로 145
B000022652,태전고등학교,고등학교,경기도교육청,경기도 광주시 태전동로 38
B000012132,성지고등학교,고등학교,부산광역시교육청,부산광역시 남구 유엔로 39
B000011909,경남과학고등학교,고등학교,경상남도교육청,경상남도 진주시 진성면 진의로 178-22
B000011557,황지정보산업고등학교,고등학교,강원특별자치도교육청,강원특별자치도 태백시 문화로1길 1
B000012376,서일여자고등학교,고등학교,대전광역시교육청,대전광역시 서구 구봉산북로 22
B000012359,남대전고등학교,고등학교,대전광역시교육청,대전광역시 중구 보문로111번길 63
B000011938,동국대학교사범대학부속가람고등학교,고등학교,서울특별시교육청,서울특별시 광진구 광나루로36길 47
B000023106,김포제일고등학교,고등학교,경기도교육청,경기도 김포시 김포한강11로 242
B000013090,한국바둑고등학교,고등학교,전라남도교육청,전라남도 순천시 주암면 조달진로 27
B000012022,한광고등학교,고등학교,서울특별시교육청,서울특별시 강서구 등촌로13길 110
B000011614,부여전자고등학교,고등학교,충청남도교육청,충청남도 부여군 임천면 충절로 1027
B000011491,부천공업고등학교,고등학교,경기도교육청,경기도 부천시 소사구 경인로120번길 82
B000012495,소사고등학교,고등학교,경기도교육청,경기도 부천시 소사구 소사로78번길 22
B000024659,창의고등학교,고등학교,경기도교육청,경기도 화성시 동탄신리천로1길 66
B000011366,부산컴퓨터과학고등학교,고등학교,부산광역시교육청,부산광역시 동구 초량로80번길 5
B000013364,밀양동명고등학교,고등학교,경상남도교육청,경상남도 밀양시 하남읍 동명길 14
B000012704,구리고등학교,고등학교,경기도교육청,경기도 구리시 장자대로 89
B000011596,천안공업고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 성황5길 17
B000011289,경기상업고등학교,고등학교,서울특별시교육청,서울특별시 종로구 자하문로 136
B000011512,군자디지털과학고등학교,고등학교,경기도교육청,경기도 시흥시 군자로487번길 54
B000023154,해밀고등학교,고등학교,세종특별자치시교육청,세종특별자치시 해밀2로 36
B000011611,금산하이텍고등학교,고등학교,충청남도교육청,충청남도 금산군 진산면 대둔산로 412
B000012637,효양고등학교,고등학교,경기도교육청,경기도 이천시 부발읍 효양로 214
B000013503,사상고등학교,고등학교,부산광역시교육청,부산광역시 사상구 강선로 24
B000011479,한봄고등학교,고등학교,경기도교육청,경기도 수원시 권선구 호매실로 46-93
B000012820,함백고등학교,고등학교,강원특별자치도교육청,강원특별자치도 정선군 신동읍 함백로 376
B000012498,시온고등학교,고등학교,경기도교육청,경기도 부천시 소사구 은성로 172-20
B000012284,서운고등학교,고등학교,인천광역시교육청,인천광역시 계양구 아나지로 481
B000012652,점동고등학교,고등학교,경기도교육청,경기도 여주시 점동면 청안로 152
B000012648,죽산고등학교,고등학교,경기도교육청,경기도 안성시 죽산면 죽산향교길 54-40
B000011441,한국주얼리고등학교,고등학교,인천광역시교육청,인천광역시 서구 서곶로 693-1
B000012332,문정여자고등학교,고등학교,광주광역시교육청,광주광역시 북구 능안로30번길 33
B000013343,사천고등학교,고등학교,경상남도교육청,경상남도 사천시 사천읍 동문로 95
B000012909,공주금성여자고등학교,고등학교,충청남도교육청,충청남도 공주시 무령로 103
B000013520,대건고등학교,고등학교,대구광역시교육청,대구광역시 달서구 월곡로94길 46
B000011319,염광메디텍고등학교,고등학교,서울특별시교육청,서울특별시 노원구 월계로45가길 9
B000012740,덕계고등학교,고등학교,경기도교육청,경기도 양주시 평화로1489번길 34
B000011962,누원고등학교,고등학교,서울특별시교육청,서울특별시 도봉구 마들로 849
B000012394,다운고등학교,고등학교,울산광역시교육청,울산광역시 중구 다운로 180
B000011967,상계고등학교,고등학교,서울특별시교육청,서울특별시 노원구 노해로 432
B000012676,주엽고등학교,고등학교,경기도교육청,경기도 고양시 일산서구 킨텍스로 341
B000011458,대전국제통상고등학교,고등학교,대전광역시교육청,대전광역시 중구 서문로 47
B000012992,전주한일고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 백제대로 442
B000012369,대전관저고등학교,고등학교,대전광역시교육청,대전광역시 서구 관저북로 94
B000012128,배정고등학교,고등학교,부산광역시교육청,부산광역시 남구 장고개로85번길 14-16
B000023265,서전고등학교,고등학교,충청북도교육청,충청북도 진천군 덕산읍 대하로 47
B000013518,대진고등학교,고등학교,대구광역시교육청,대구광역시 달서구 화암로73길 15
B000012303,연평고등학교,고등학교,인천광역시교육청,인천광역시 옹진군 연평면 연평로137번길 101
B000012762,성수여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 학당길 28
B000013141,해룡고등학교,고등학교,전라남도교육청,전라남도 영광군 영광읍 중앙로 120
B000013534,대전고등학교,고등학교,대전광역시교육청,대전광역시 중구 대흥로 110
B000011568,청주공업고등학교,고등학교,충청북도교육청,충청북도 청주시 상당구 교서로 17
B000011879,충북반도체고등학교,고등학교,충청북도교육청,충청북도 음성군 금왕읍 무극로 393-1
B000012493,원종고등학교,고등학교,경기도교육청,경기도 부천시 오정구 소사로 807번길 68
B000011403,대구관광고등학교,고등학교,대구광역시교육청,대구광역시 동구 동북로71길 37
B000011674,고흥산업과학고등학교,고등학교,전라남도교육청,전라남도 고흥군 고흥읍 고흥로 1637-13
B000012636,다산고등학교,고등학교,경기도교육청,경기도 이천시 경충대로 2856
B000013404,금남고등학교,고등학교,경상남도교육청,경상남도 하동군 금남면 섬진강대로 656-8
B000013083,순천제일고등학교,고등학교,전라남도교육청,전라남도 순천시 중앙로 491-8
B000011605,주산산업고등학교,고등학교,충청남도교육청,충청남도 보령시 주산면 만세운동길 58
B000012669,풍동고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 숲속마을로 119
B000012421,남창고등학교,고등학교,울산광역시교육청,울산광역시 울주군 온양읍 태화7길 43-16
B000013016,서영여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 정읍시 명덕1길 66-10
B000011300,서울디지텍고등학교,고등학교,서울특별시교육청,서울특별시 용산구 회나무로12길 27
B000013037,고산고등학교,고등학교,전북특별자치도교육청,전북특별자치도 완주군 고산면 고산천로 551-23
B000012641,이천세무고등학교,고등학교,경기도교육청,경기도 이천시 설성면 설성로15번길 26
B000012364,대전한빛고등학교,고등학교,대전광역시교육청,대전광역시 중구 대둔산로 119-37
B000012763,강원고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 동면 장학길 24
B000013006,전북제일고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 학곤로 19
B000023267,천상고등학교,고등학교,울산광역시교육청,울산광역시 울주군 범서읍 당앞로 96
B000012666,서정고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 서정마을2로 39
B000012739,덕정고등학교,고등학교,경기도교육청,경기도 양주시 화합로 1488
B000011907,창원과학고등학교,고등학교,경상남도교육청,경상남도 창원시 의창구 평산로159번길 30
B000011995,명지고등학교,고등학교,서울특별시교육청,서울특별시 서대문구 명지2길 56
B000011495,안양공업고등학교,고등학교,경기도교육청,경기도 안양시 만안구 양화로28번길 69
B000012785,묵호고등학교,고등학교,강원특별자치도교육청,강원특별자치도 동해시 승지로 37
B000011891,전북체육고등학교,고등학교,전북특별자치도교육청,전북특별자치도 완주군 소양면 원암로 46
B000012344,성덕고등학교,고등학교,광주광역시교육청,광주광역시 광산구 장덕로 75
B000012092,동북고등학교,고등학교,서울특별시교육청,서울특별시 강동구 강동대로 305
